Symbol,Name,Year,EPS,BPS
A028670,팬오션,2002,1630,6284
A028670,팬오션,2003,1421,7713
A028670,팬오션,2004,6976,13946
A028670,팬오션,2005,164,454
A028670,팬오션,2006,59,480
A028670,팬오션,2007,239,843
A028670,팬오션,2008,2598,13365
A028670,팬오션,2009,-446,11928
A028670,팬오션,2010,381,11911
A028670,팬오션,2011,-111,11874
A028670,팬오션,2012,-2260,8715
A028670,팬오션,2013,-127012,1927
A028670,팬오션,2014,4844,6625
A028670,팬오션,2015,125,4588
A028670,팬오션,2016,184,4754
A028670,팬오션,2017,,
A006280,녹십자,2001,37125,8075
A006280,녹십자,2002,1004,7035
A006280,녹십자,2003,1584,7161
A006280,녹십자,2004,1508,13178
A006280,녹십자,2005,3236,16897
A006280,녹십자,2006,3862,21009
A006280,녹십자,2007,4922,26713
A006280,녹십자,2008,5423,30161
A006280,녹십자,2009,8936,39880
A006280,녹십자,2010,12276,55573
A006280,녹십자,2011,5548,61071
A006280,녹십자,2012,5295,66369
A006280,녹십자,2013,6201,71622
A006280,녹십자,2014,7183,77574
A006280,녹십자,2015,8126,83063
A006280,녹십자,2016,5388,88031
A006280,녹십자,2017,,
A028050,삼성엔지니어링,2001,505,8420
A028050,삼성엔지니어링,2002,263,8684
A028050,삼성엔지니어링,2003,-2238,6348
A028050,삼성엔지니어링,2004,952,7275
A028050,삼성엔지니어링,2005,1507,8664
A028050,삼성엔지니어링,2006,2764,10994
A028050,삼성엔지니어링,2007,3874,14274
A028050,삼성엔지니어링,2008,4709,17881
A028050,삼성엔지니어링,2009,6472,23249
A028050,삼성엔지니어링,2010,8806,31337
A028050,삼성엔지니어링,2011,12832,40887
A028050,삼성엔지니어링,2012,13180,49324
A028050,삼성엔지니어링,2013,-17677,29779
A028050,삼성엔지니어링,2014,1375,30934
A028050,삼성엔지니어링,2015,-32632,-746
A028050,삼성엔지니어링,2016,146,5158
A028050,삼성엔지니어링,2017,,
A006260,LS,2001,3177,29121
A006260,LS,2002,2267,30150
A006260,LS,2003,1812,32023
A006260,LS,2004,3659,35635
A006260,LS,2005,3484,37276
A006260,LS,2006,6687,43356
A006260,LS,2007,5713,48737
A006260,LS,2008,-940,47558
A006260,LS,2009,6718,51997
A006260,LS,2010,1481,50772
A006260,LS,2011,3653,69756
A006260,LS,2012,5284,74649
A006260,LS,2013,3820,77443
A006260,LS,2014,1397,77118
A006260,LS,2015,-3064,73936
A006260,LS,2016,5223,78559
A006260,LS,2017,,
A004170,신세계,2001,10564,60560
A004170,신세계,2002,15521,73373
A004170,신세계,2003,19005,88363
A004170,신세계,2004,21184,105046
A004170,신세계,2005,23214,127070
A004170,신세계,2006,25099,150894
A004170,신세계,2007,26541,175961
A004170,신세계,2008,30424,204443
A004170,신세계,2009,30118,235487
A004170,신세계,2010,59368,388416
A004170,신세계,2011,182729,199903
A004170,신세계,2012,16415,224549
A004170,신세계,2013,16010,245179
A004170,신세계,2014,15908,266050
A004170,신세계,2015,40843,307447
A004170,신세계,2016,23071,328862
A004170,신세계,2017,,
A047050,포스코대우,2001,-3776,8166
A047050,포스코대우,2002,2008,10356
A047050,포스코대우,2003,580,5521
A047050,포스코대우,2004,1202,6577
A047050,포스코대우,2005,1814,8818
A047050,포스코대우,2006,1188,9578
A047050,포스코대우,2007,1074,10404
A047050,포스코대우,2008,926,11270
A047050,포스코대우,2009,1274,14204
A047050,포스코대우,2010,22,13125
A047050,포스코대우,2011,2064,18485
A047050,포스코대우,2012,1860,19213
A047050,포스코대우,2013,1214,19561
A047050,포스코대우,2014,1620,20887
A047050,포스코대우,2015,1132,21442
A047050,포스코대우,2016,977,22093
A047050,포스코대우,2017,,
A000100,유한양행,2001,6584,57675
A000100,유한양행,2002,6538,58751
A000100,유한양행,2003,7612,65373
A000100,유한양행,2004,7052,69322
A000100,유한양행,2005,7855,73429
A000100,유한양행,2006,7807,77198
A000100,유한양행,2007,9849,82791
A000100,유한양행,2008,12768,90356
A000100,유한양행,2009,11716,96847
A000100,유한양행,2010,12366,103776
A000100,유한양행,2011,8273,107887
A000100,유한양행,2012,7093,113958
A000100,유한양행,2013,7592,119850
A000100,유한양행,2014,7986,125883
A000100,유한양행,2015,11068,134142
A000100,유한양행,2016,14159,145888
A000100,유한양행,2017,,
A030000,제일기획,2001,7648,51843
A030000,제일기획,2002,8824,60779
A030000,제일기획,2003,9603,69096
A030000,제일기획,2004,9283,78034
A030000,제일기획,2005,11452,86221
A030000,제일기획,2006,15132,96580
A030000,제일기획,2007,12811,104363
A030000,제일기획,2008,19008,118290
A030000,제일기획,2009,19786,129841
A030000,제일기획,2010,759,5824
A030000,제일기획,2011,811,6374
A030000,제일기획,2012,817,7020
A030000,제일기획,2013,857,7816
A030000,제일기획,2014,883,8704
A030000,제일기획,2015,691,9289
A030000,제일기획,2016,767,9090
A030000,제일기획,2017,,
A011780,금호석유,2001,-3918,17282
A011780,금호석유,2002,321,15710
A011780,금호석유,2003,615,18807
A011780,금호석유,2004,4445,26699
A011780,금호석유,2005,4268,30954
A011780,금호석유,2006,2801,28578
A011780,금호석유,2007,4725,31848
A011780,금호석유,2008,-694,42295
A011780,금호석유,2009,-21613,20219
A011780,금호석유,2010,6833,27578
A011780,금호석유,2011,15097,44423
A011780,금호석유,2012,3869,47407
A011780,금호석유,2013,-368,45236
A011780,금호석유,2014,2782,47764
A011780,금호석유,2015,3550,47677
A011780,금호석유,2016,2187,49559
A011780,금호석유,2017,,
A010620,현대미포조선,2001,-4285,18782
A010620,현대미포조선,2002,-5100,13567
A010620,현대미포조선,2003,2269,17533
A010620,현대미포조선,2004,5394,23258
A010620,현대미포조선,2005,6414,35955
A010620,현대미포조선,2006,11813,63096
A010620,현대미포조선,2007,26460,157921
A010620,현대미포조선,2008,25957,116875
A010620,현대미포조선,2009,18933,133900
A010620,현대미포조선,2010,22128,205985
A010620,현대미포조선,2011,9992,163132
A010620,현대미포조선,2012,4876,161427
A010620,현대미포조선,2013,-11889,156900
A010620,현대미포조선,2014,-31642,91343
A010620,현대미포조선,2015,1910,84070
A010620,현대미포조선,2016,1729,107443
A010620,현대미포조선,2017,,
A069960,현대백화점,2001,,
A069960,현대백화점,2002,569,30227
A069960,현대백화점,2003,2874,33575
A069960,현대백화점,2004,3373,36765
A069960,현대백화점,2005,7043,42900
A069960,현대백화점,2006,7880,49448
A069960,현대백화점,2007,8218,58091
A069960,현대백화점,2008,9798,66150
A069960,현대백화점,2009,10526,75741
A069960,현대백화점,2010,8397,82315
A069960,현대백화점,2011,15027,106702
A069960,현대백화점,2012,13755,119746
A069960,현대백화점,2013,12771,131382
A069960,현대백화점,2014,11470,140923
A069960,현대백화점,2015,10294,151083
A069960,현대백화점,2016,11784,161839
A069960,현대백화점,2017,,
A004370,농심,2001,10345,87889
A004370,농심,2002,10534,99980
A004370,농심,2003,15116,115686
A004370,농심,2004,22273,133114
A004370,농심,2005,20562,149953
A004370,농심,2006,18681,167844
A004370,농심,2007,16997,181808
A004370,농심,2008,12900,195731
A004370,농심,2009,20954,211836
A004370,농심,2010,22696,249735
A004370,농심,2011,13938,259430
A004370,농심,2012,-1115,250158
A004370,농심,2013,14533,259740
A004370,농심,2014,10687,265581
A004370,농심,2015,19291,282078
A004370,농심,2016,32764,307539
A004370,농심,2017,,
A042670,두산인프라코어,2001,501,3898
A042670,두산인프라코어,2002,601,4474
A042670,두산인프라코어,2003,978,5489
A042670,두산인프라코어,2004,732,6213
A042670,두산인프라코어,2005,807,6994
A042670,두산인프라코어,2006,807,7500
A042670,두산인프라코어,2007,1072,7786
A042670,두산인프라코어,2008,-724,10378
A042670,두산인프라코어,2009,-1849,7611
A042670,두산인프라코어,2010,1126,8499
A042670,두산인프라코어,2011,1770,10946
A042670,두산인프라코어,2012,2018,14569
A042670,두산인프라코어,2013,-596,14398
A042670,두산인프라코어,2014,202,13493
A042670,두산인프라코어,2015,-3948,9744
A042670,두산인프라코어,2016,305,9932
A042670,두산인프라코어,2017,,
A012450,한화테크윈,2001,-993,7921
A012450,한화테크윈,2002,447,8348
A012450,한화테크윈,2003,513,8872
A012450,한화테크윈,2004,327,8438
A012450,한화테크윈,2005,1123,9385
A012450,한화테크윈,2006,2050,11125
A012450,한화테크윈,2007,2638,13418
A012450,한화테크윈,2008,956,14096
A012450,한화테크윈,2009,2300,19751
A012450,한화테크윈,2010,4394,23830
A012450,한화테크윈,2011,4346,29929
A012450,한화테크윈,2012,2466,29659
A012450,한화테크윈,2013,2494,32059
A012450,한화테크윈,2014,-2236,30891
A012450,한화테크윈,2015,108,42224
A012450,한화테크윈,2016,6498,44025
A012450,한화테크윈,2017,,
A003410,쌍용양회,2001,-2489,1306
A003410,쌍용양회,2002,350,2438
A003410,쌍용양회,2003,532,2931
A003410,쌍용양회,2004,231,3319
A003410,쌍용양회,2005,-348,14692
A003410,쌍용양회,2006,-673,13946
A003410,쌍용양회,2007,84,13978
A003410,쌍용양회,2008,-2101,11558
A003410,쌍용양회,2009,-33,11594
A003410,쌍용양회,2010,27,13174
A003410,쌍용양회,2011,-572,13300
A003410,쌍용양회,2012,416,13637
A003410,쌍용양회,2013,503,14140
A003410,쌍용양회,2014,1311,15276
A003410,쌍용양회,2015,957,16097
A003410,쌍용양회,2016,2002,18137
A003410,쌍용양회,2017,,
A006360,GS건설,2001,3129,18565
A006360,GS건설,2002,3151,20830
A006360,GS건설,2003,3167,22862
A006360,GS건설,2004,3061,25640
A006360,GS건설,2005,5199,28665
A006360,GS건설,2006,7587,35200
A006360,GS건설,2007,7830,42546
A006360,GS건설,2008,7481,61074
A006360,GS건설,2009,7506,66315
A006360,GS건설,2010,7580,72347
A006360,GS건설,2011,8307,74846
A006360,GS건설,2012,1693,72626
A006360,GS건설,2013,-16239,57641
A006360,GS건설,2014,-652,47136
A006360,GS건설,2015,367,47324
A006360,GS건설,2016,-363,47247
A006360,GS건설,2017,,
A000670,영풍,2001,-6427,277171
A000670,영풍,2002,2562,273804
A000670,영풍,2003,12659,291295
A000670,영풍,2004,27895,294815
A000670,영풍,2005,17637,328019
A000670,영풍,2006,61706,397667
A000670,영풍,2007,89614,466606
A000670,영풍,2008,76649,512172
A000670,영풍,2009,78074,597409
A000670,영풍,2010,33167,775744
A000670,영풍,2011,125931,1050740
A000670,영풍,2012,160228,1183432
A000670,영풍,2013,116826,1286358
A000670,영풍,2014,69540,1352695
A000670,영풍,2015,69989,1424207
A000670,영풍,2016,88137,1501665
A000670,영풍,2017,,
A114090,GKL,2001,,
A114090,GKL,2002,,
A114090,GKL,2003,,
A114090,GKL,2004,,
A114090,GKL,2005,-3545,8008
A114090,GKL,2006,1172,9180
A114090,GKL,2007,13711,22891
A114090,GKL,2008,20069,32960
A114090,GKL,2009,1676,3088
A114090,GKL,2010,1194,3098
A114090,GKL,2011,1023,3578
A114090,GKL,2012,2329,5358
A114090,GKL,2013,2224,6395
A114090,GKL,2014,1884,6974
A114090,GKL,2015,1483,7376
A114090,GKL,2016,1849,8386
A114090,GKL,2017,,
A120110,코오롱인더,2001,,
A120110,코오롱인더,2002,,
A120110,코오롱인더,2003,,
A120110,코오롱인더,2004,,
A120110,코오롱인더,2005,,
A120110,코오롱인더,2006,,
A120110,코오롱인더,2007,,
A120110,코오롱인더,2008,,
A120110,코오롱인더,2009,,
A120110,코오롱인더,2010,8482,48811
A120110,코오롱인더,2011,11968,66952
A120110,코오롱인더,2012,6010,67989
A120110,코오롱인더,2013,4008,70208
A120110,코오롱인더,2014,1517,67609
A120110,코오롱인더,2015,-5177,65694
A120110,코오롱인더,2016,6102,70954
A120110,코오롱인더,2017,,
A034020,두산중공업,2001,241,16005
A034020,두산중공업,2002,742,17386
A034020,두산중공업,2003,261,16636
A034020,두산중공업,2004,1598,19724
A034020,두산중공업,2005,1545,20499
A034020,두산중공업,2006,710,20706
A034020,두산중공업,2007,2856,23450
A034020,두산중공업,2008,-628,33996
A034020,두산중공업,2009,-3125,32883
A034020,두산중공업,2010,1724,35276
A034020,두산중공업,2011,2596,47033
A034020,두산중공업,2012,402,38035
A034020,두산중공업,2013,653,45375
A034020,두산중공업,2014,-884,40510
A034020,두산중공업,2015,-8701,31472
A034020,두산중공업,2016,-1431,29836
A034020,두산중공업,2017,,
A010120,LS산전,2001,-126,3377
A010120,LS산전,2002,32,2636
A010120,LS산전,2003,-1760,4454
A010120,LS산전,2004,2814,7234
A010120,LS산전,2005,2743,9445
A010120,LS산전,2006,3318,12249
A010120,LS산전,2007,3691,15142
A010120,LS산전,2008,3159,17806
A010120,LS산전,2009,5657,22442
A010120,LS산전,2010,3868,24974
A010120,LS산전,2011,2346,26570
A010120,LS산전,2012,3344,28662
A010120,LS산전,2013,3884,31725
A010120,LS산전,2014,3561,33949
A010120,LS산전,2015,2343,34627
A010120,LS산전,2016,2690,36337
A010120,LS산전,2017,,
A000240,한국타이어월드와이드,2001,204,6511
A000240,한국타이어월드와이드,2002,463,6734
A000240,한국타이어월드와이드,2003,676,7297
A000240,한국타이어월드와이드,2004,1105,8009
A000240,한국타이어월드와이드,2005,1423,9248
A000240,한국타이어월드와이드,2006,1122,10074
A000240,한국타이어월드와이드,2007,1066,11112
A000240,한국타이어월드와이드,2008,167,11789
A000240,한국타이어월드와이드,2009,2306,13664
A000240,한국타이어월드와이드,2010,2358,17323
A000240,한국타이어월드와이드,2011,2337,21442
A000240,한국타이어월드와이드,2012,29372,29537
A000240,한국타이어월드와이드,2013,2667,24537
A000240,한국타이어월드와이드,2014,1976,26083
A000240,한국타이어월드와이드,2015,1857,27712
A000240,한국타이어월드와이드,2016,2812,30257
A000240,한국타이어월드와이드,2017,,
A161890,한국콜마,2001,,
A161890,한국콜마,2002,,
A161890,한국콜마,2003,,
A161890,한국콜마,2004,,
A161890,한국콜마,2005,,
A161890,한국콜마,2006,,
A161890,한국콜마,2007,,
A161890,한국콜마,2008,,
A161890,한국콜마,2009,,
A161890,한국콜마,2010,,
A161890,한국콜마,2011,,
A161890,한국콜마,2012,614,5020
A161890,한국콜마,2013,722,5846
A161890,한국콜마,2014,1641,8521
A161890,한국콜마,2015,2155,10459
A161890,한국콜마,2016,2516,12790
A161890,한국콜마,2017,,
A000080,하이트진로,2001,-8285,-2800
A000080,하이트진로,2002,-10880,-14015
A000080,하이트진로,2003,-65358,-79610
A000080,하이트진로,2004,-603722,-3657724
A000080,하이트진로,2005,4084,1955
A000080,하이트진로,2006,2458,3231
A000080,하이트진로,2007,3505,6850
A000080,하이트진로,2008,3600,11042
A000080,하이트진로,2009,2822,18419
A000080,하이트진로,2010,544,15661
A000080,하이트진로,2011,1396,21888
A000080,하이트진로,2012,1465,21685
A000080,하이트진로,2013,1117,21121
A000080,하이트진로,2014,297,19705
A000080,하이트진로,2015,748,19657
A000080,하이트진로,2016,539,19195
A000080,하이트진로,2017,,
A005250,녹십자홀딩스,2001,1232,50421
A005250,녹십자홀딩스,2002,1904,41658
A005250,녹십자홀딩스,2003,1063,43826
A005250,녹십자홀딩스,2004,1094,41097
A005250,녹십자홀딩스,2005,440,43693
A005250,녹십자홀딩스,2006,1039,40201
A005250,녹십자홀딩스,2007,5169,53997
A005250,녹십자홀딩스,2008,4689,54038
A005250,녹십자홀딩스,2009,8255,74425
A005250,녹십자홀딩스,2010,3277,116159
A005250,녹십자홀딩스,2011,559,11670
A005250,녹십자홀딩스,2012,1242,12976
A005250,녹십자홀딩스,2013,879,13883
A005250,녹십자홀딩스,2014,1146,14525
A005250,녹십자홀딩스,2015,1320,15148
A005250,녹십자홀딩스,2016,952,15944
A005250,녹십자홀딩스,2017,,
A051600,한전KPS,2001,64883,351040
A051600,한전KPS,2002,1573,13275
A051600,한전KPS,2003,2085,14860
A051600,한전KPS,2004,1625,15441
A051600,한전KPS,2005,1707,16331
A051600,한전KPS,2006,3439,18914
A051600,한전KPS,2007,1417,8292
A051600,한전KPS,2008,1526,9118
A051600,한전KPS,2009,2141,10459
A051600,한전KPS,2010,1425,9579
A051600,한전KPS,2011,2326,10981
A051600,한전KPS,2012,2620,11812
A051600,한전KPS,2013,3379,13824
A051600,한전KPS,2014,3740,15512
A051600,한전KPS,2015,3776,17473
A051600,한전KPS,2016,1962,17550
A051600,한전KPS,2017,,
A011210,현대위아,2001,7978,9529
A011210,현대위아,2002,8879,18408
A011210,현대위아,2003,6703,25082
A011210,현대위아,2004,8364,34219
A011210,현대위아,2005,2966,18056
A011210,현대위아,2006,2828,20363
A011210,현대위아,2007,1992,22338
A011210,현대위아,2008,2135,34802
A011210,현대위아,2009,3554,37876
A011210,현대위아,2010,4236,41779
A011210,현대위아,2011,9421,56421
A011210,현대위아,2012,16262,71238
A011210,현대위아,2013,16224,87626
A011210,현대위아,2014,16733,109053
A011210,현대위아,2015,12020,120611
A011210,현대위아,2016,4807,123986
A011210,현대위아,2017,,
A020150,일진머티리얼즈,2001,379,2731
A020150,일진머티리얼즈,2002,-610,1533
A020150,일진머티리얼즈,2003,-388,1150
A020150,일진머티리얼즈,2004,218,1261
A020150,일진머티리얼즈,2005,10,1219
A020150,일진머티리얼즈,2006,266,1470
A020150,일진머티리얼즈,2007,602,2282
A020150,일진머티리얼즈,2008,1030,3148
A020150,일진머티리얼즈,2009,413,3680
A020150,일진머티리얼즈,2010,1202,5126
A020150,일진머티리얼즈,2011,363,8342
A020150,일진머티리얼즈,2012,-1459,6916
A020150,일진머티리얼즈,2013,-187,6861
A020150,일진머티리얼즈,2014,86,6921
A020150,일진머티리얼즈,2015,-978,5945
A020150,일진머티리얼즈,2016,1003,7305
A020150,일진머티리얼즈,2017,,
A006120,SK케미칼,2001,525,18666
A006120,SK케미칼,2002,-2725,16704
A006120,SK케미칼,2003,310,20276
A006120,SK케미칼,2004,468,24098
A006120,SK케미칼,2005,2763,21977
A006120,SK케미칼,2006,1386,21505
A006120,SK케미칼,2007,1310,23219
A006120,SK케미칼,2008,277,39228
A006120,SK케미칼,2009,5260,41448
A006120,SK케미칼,2010,1687,42526
A006120,SK케미칼,2011,6497,56124
A006120,SK케미칼,2012,3372,58680
A006120,SK케미칼,2013,-1306,57864
A006120,SK케미칼,2014,-1060,56037
A006120,SK케미칼,2015,2289,58834
A006120,SK케미칼,2016,3046,62216
A006120,SK케미칼,2017,,
A003520,영진약품,2001,114,841
A003520,영진약품,2002,52,946
A003520,영진약품,2003,-171,935
A003520,영진약품,2004,-28,460
A003520,영진약품,2005,-72,406
A003520,영진약품,2006,-127,279
A003520,영진약품,2007,-143,399
A003520,영진약품,2008,-49,541
A003520,영진약품,2009,-37,515
A003520,영진약품,2010,-15,505
A003520,영진약품,2011,15,506
A003520,영진약품,2012,10,513
A003520,영진약품,2013,66,577
A003520,영진약품,2014,5,567
A003520,영진약품,2015,19,565
A003520,영진약품,2016,24,598
A003520,영진약품,2017,,
A064350,현대로템,2001,65,3846
A064350,현대로템,2002,1329,5187
A064350,현대로템,2003,1197,6386
A064350,현대로템,2004,-1031,5354
A064350,현대로템,2005,521,5921
A064350,현대로템,2006,1253,7355
A064350,현대로템,2007,555,7880
A064350,현대로템,2008,767,13593
A064350,현대로템,2009,952,15284
A064350,현대로템,2010,984,15533
A064350,현대로템,2011,1070,16457
A064350,현대로템,2012,1371,17419
A064350,현대로템,2013,1756,20159
A064350,현대로템,2014,-197,19541
A064350,현대로템,2015,-3602,15985
A064350,현대로템,2016,257,16376
A064350,현대로템,2017,,
A006650,대한유화,2001,-2239,38483
A006650,대한유화,2002,1063,39061
A006650,대한유화,2003,1249,40293
A006650,대한유화,2004,9437,50374
A006650,대한유화,2005,4603,54673
A006650,대한유화,2006,6530,59755
A006650,대한유화,2007,7468,66531
A006650,대한유화,2008,-11492,52820
A006650,대한유화,2009,14736,67597
A006650,대한유화,2010,10647,116069
A006650,대한유화,2011,4622,117855
A006650,대한유화,2012,-1902,114306
A006650,대한유화,2013,7071,121076
A006650,대한유화,2014,9864,129197
A006650,대한유화,2015,30846,158921
A006650,대한유화,2016,41867,198414
A006650,대한유화,2017,,
A001740,SK네트웍스,2001,-5400,6725
A001740,SK네트웍스,2002,-44916,-43563
A001740,SK네트웍스,2003,25801,643
A001740,SK네트웍스,2004,1818,2639
A001740,SK네트웍스,2005,1840,3998
A001740,SK네트웍스,2006,1918,5125
A001740,SK네트웍스,2007,2422,6720
A001740,SK네트웍스,2008,381,9935
A001740,SK네트웍스,2009,208,12369
A001740,SK네트웍스,2010,616,12440
A001740,SK네트웍스,2011,587,13013
A001740,SK네트웍스,2012,194,12339
A001740,SK네트웍스,2013,-2287,10347
A001740,SK네트웍스,2014,129,10172
A001740,SK네트웍스,2015,296,10180
A001740,SK네트웍스,2016,-329,9778
A001740,SK네트웍스,2017,,
A011790,SKC,2001,-6535,13184
A011790,SKC,2002,-2471,10491
A011790,SKC,2003,848,11069
A011790,SKC,2004,1632,12653
A011790,SKC,2005,745,13462
A011790,SKC,2006,2946,16349
A011790,SKC,2007,2204,18121
A011790,SKC,2008,281,24335
A011790,SKC,2009,285,24119
A011790,SKC,2010,2603,28209
A011790,SKC,2011,3480,31169
A011790,SKC,2012,1823,31847
A011790,SKC,2013,1568,32714
A011790,SKC,2014,1916,33540
A011790,SKC,2015,7426,39288
A011790,SKC,2016,1150,38610
A011790,SKC,2017,,
A079160,CJ CGV,2001,5356,17852
A079160,CJ CGV,2002,10369,29498
A079160,CJ CGV,2003,28316,77301
A079160,CJ CGV,2004,1962,7831
A079160,CJ CGV,2005,1152,7832
A079160,CJ CGV,2006,1109,8549
A079160,CJ CGV,2007,589,8708
A079160,CJ CGV,2008,972,9469
A079160,CJ CGV,2009,1972,11178
A079160,CJ CGV,2010,1965,14398
A079160,CJ CGV,2011,896,14832
A079160,CJ CGV,2012,2627,16762
A079160,CJ CGV,2013,607,17591
A079160,CJ CGV,2014,787,18048
A079160,CJ CGV,2015,2455,19899
A079160,CJ CGV,2016,583,17654
A079160,CJ CGV,2017,,
A069620,대웅제약,2001,,
A069620,대웅제약,2002,1285,14795
A069620,대웅제약,2003,1501,14727
A069620,대웅제약,2004,2620,16252
A069620,대웅제약,2005,3567,19272
A069620,대웅제약,2006,4912,23473
A069620,대웅제약,2007,5971,28659
A069620,대웅제약,2008,3238,30102
A069620,대웅제약,2009,4744,33536
A069620,대웅제약,2010,1744,33552
A069620,대웅제약,2011,4663,36689
A069620,대웅제약,2012,3020,37937
A069620,대웅제약,2013,5040,41305
A069620,대웅제약,2014,2723,42117
A069620,대웅제약,2015,3705,45310
A069620,대웅제약,2016,2328,46986
A069620,대웅제약,2017,,
A192400,쿠쿠전자,2001,94507,377861
A192400,쿠쿠전자,2002,149841,528698
A192400,쿠쿠전자,2003,135880,664510
A192400,쿠쿠전자,2004,27056,144707
A192400,쿠쿠전자,2005,28325,165681
A192400,쿠쿠전자,2006,30471,183703
A192400,쿠쿠전자,2007,18216,189467
A192400,쿠쿠전자,2008,27845,209837
A192400,쿠쿠전자,2009,29811,222267
A192400,쿠쿠전자,2010,59404,268796
A192400,쿠쿠전자,2011,62794,315871
A192400,쿠쿠전자,2012,65168,387760
A192400,쿠쿠전자,2013,58592,443612
A192400,쿠쿠전자,2014,9255,52489
A192400,쿠쿠전자,2015,7611,59047
A192400,쿠쿠전자,2016,8272,65635
A192400,쿠쿠전자,2017,,
A214320,이노션,2001,,
A214320,이노션,2002,,
A214320,이노션,2003,,
A214320,이노션,2004,,
A214320,이노션,2005,9808,14805
A214320,이노션,2006,37457,52261
A214320,이노션,2007,19374,71936
A214320,이노션,2008,48449,120894
A214320,이노션,2009,20132,76635
A214320,이노션,2010,31466,78937
A214320,이노션,2011,44620,118502
A214320,이노션,2012,44303,155275
A214320,이노션,2013,32281,189855
A214320,이노션,2014,45515,230720
A214320,이노션,2015,3697,30246
A214320,이노션,2016,3267,32728
A214320,이노션,2017,,
A057050,현대홈쇼핑,2001,-1007,3961
A057050,현대홈쇼핑,2002,-2340,1675
A057050,현대홈쇼핑,2003,58,1820
A057050,현대홈쇼핑,2004,1029,2843
A057050,현대홈쇼핑,2005,4866,9800
A057050,현대홈쇼핑,2006,5527,14524
A057050,현대홈쇼핑,2007,5622,19586
A057050,현대홈쇼핑,2008,6564,26230
A057050,현대홈쇼핑,2009,10607,35766
A057050,현대홈쇼핑,2010,11403,58756
A057050,현대홈쇼핑,2011,12659,72438
A057050,현대홈쇼핑,2012,8664,81224
A057050,현대홈쇼핑,2013,16290,96266
A057050,현대홈쇼핑,2014,12321,107224
A057050,현대홈쇼핑,2015,9259,114833
A057050,현대홈쇼핑,2016,10788,123500
A057050,현대홈쇼핑,2017,,
A005440,현대그린푸드,2001,3428,27771
A005440,현대그린푸드,2002,3520,35576
A005440,현대그린푸드,2003,4358,41498
A005440,현대그린푸드,2004,4313,45398
A005440,현대그린푸드,2005,6648,53730
A005440,현대그린푸드,2006,4481,76204
A005440,현대그린푸드,2007,5816,94789
A005440,현대그린푸드,2008,9564,83483
A005440,현대그린푸드,2009,8028,111825
A005440,현대그린푸드,2010,553,11592
A005440,현대그린푸드,2011,901,13567
A005440,현대그린푸드,2012,818,14272
A005440,현대그린푸드,2013,930,15275
A005440,현대그린푸드,2014,999,14851
A005440,현대그린푸드,2015,929,15725
A005440,현대그린푸드,2016,971,16211
A005440,현대그린푸드,2017,,
A111770,영원무역,2001,,
A111770,영원무역,2002,,
A111770,영원무역,2003,,
A111770,영원무역,2004,,
A111770,영원무역,2005,,
A111770,영원무역,2006,,
A111770,영원무역,2007,,
A111770,영원무역,2008,,
A111770,영원무역,2009,1228,9817
A111770,영원무역,2010,1043,10631
A111770,영원무역,2011,2869,13454
A111770,영원무역,2012,2919,15724
A111770,영원무역,2013,2514,19215
A111770,영원무역,2014,2891,21940
A111770,영원무역,2015,2931,26554
A111770,영원무역,2016,2482,28390
A111770,영원무역,2017,,
A003240,태광산업,2001,-148298,1260132
A003240,태광산업,2002,38214,1260816
A003240,태광산업,2003,29856,1278397
A003240,태광산업,2004,63003,1340553
A003240,태광산업,2005,20125,1364829
A003240,태광산업,2006,-56641,1349595
A003240,태광산업,2007,36724,1377565
A003240,태광산업,2008,-48026,1336969
A003240,태광산업,2009,307667,1612693
A003240,태광산업,2010,253723,1820967
A003240,태광산업,2011,265256,2207484
A003240,태광산업,2012,29789,2241506
A003240,태광산업,2013,68616,2366388
A003240,태광산업,2014,66136,2472019
A003240,태광산업,2015,67395,2523468
A003240,태광산업,2016,12841,2526210
A003240,태광산업,2017,,
A017800,현대엘리베이,2001,1437,18959
A017800,현대엘리베이,2002,-6395,22561
A017800,현대엘리베이,2003,3974,39767
A017800,현대엘리베이,2004,11769,35632
A017800,현대엘리베이,2005,11770,50366
A017800,현대엘리베이,2006,6238,57953
A017800,현대엘리베이,2007,20999,76888
A017800,현대엘리베이,2008,4175,87159
A017800,현대엘리베이,2009,-29318,63005
A017800,현대엘리베이,2010,11191,72438
A017800,현대엘리베이,2011,-24893,53629
A017800,현대엘리베이,2012,-23997,32956
A017800,현대엘리베이,2013,-26482,11680
A017800,현대엘리베이,2014,2690,18878
A017800,현대엘리베이,2015,-178,26044
A017800,현대엘리베이,2016,5225,31605
A017800,현대엘리베이,2017,,
A192820,코스맥스,2001,,
A192820,코스맥스,2002,,
A192820,코스맥스,2003,,
A192820,코스맥스,2004,,
A192820,코스맥스,2005,,
A192820,코스맥스,2006,,
A192820,코스맥스,2007,,
A192820,코스맥스,2008,,
A192820,코스맥스,2009,,
A192820,코스맥스,2010,,
A192820,코스맥스,2011,,
A192820,코스맥스,2012,,
A192820,코스맥스,2013,,
A192820,코스맥스,2014,1845,9003
A192820,코스맥스,2015,2361,10900
A192820,코스맥스,2016,3759,21013
A192820,코스맥스,2017,,
A103140,풍산,2001,,
A103140,풍산,2002,,
A103140,풍산,2003,,
A103140,풍산,2004,,
A103140,풍산,2005,,
